Ref,Qty,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP,Notes
C1010,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1011,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1012,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1013,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1014,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1015,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1016,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1017,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1018,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1019,1,470uF 2.5V,Capacitor_SMD:CP_Elec_6.3x7.7,Panasonic,EEHZC0E471P,Digi-Key,PCE5311CT-ND,D6.3 radial SMD,"Tier-1 (bulk) V_core polymer electrolytic, at VRM output",,
C1100,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1101,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1102,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1103,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1104,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1105,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1106,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1107,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1108,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1109,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1110,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1111,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1112,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1113,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1114,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1115,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1116,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1117,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1118,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1119,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1120,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1121,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1122,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1123,1,100uF 4V tantalum,Capacitor_Tantalum_SMD:CP_Tantalum_D_7343-31,AVX,TCJD107M004R0045,Mouser,581-TCJD107M004R0045,D 7343-31 tantalum,"Tier-1 bulk tantalum 100 µF 4 V (spec §III), at VRM output",,
C1200,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1201,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1202,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1203,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1204,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1205,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1206,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1207,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1208,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1209,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1210,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1211,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1212,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1213,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1214,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1215,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1216,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1217,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1218,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1219,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1220,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1221,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1222,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1223,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1224,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1225,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1226,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1227,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1228,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1229,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1230,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1231,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1232,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1233,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1234,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1235,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1236,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1237,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1238,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1239,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1240,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1241,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1242,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1243,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1244,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1245,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1246,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1247,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1248,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1249,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1250,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1251,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1252,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1253,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1254,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1255,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1256,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1257,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1258,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1259,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1260,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1261,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1262,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1263,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1264,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1265,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1266,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1267,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1268,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1269,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1270,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1271,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1272,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1273,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1274,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1275,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1276,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1277,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1278,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1279,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1280,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1281,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1282,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
C1283,1,10uF 6.3V X7R 0805,Capacitor_SMD:C_0805_2012Metric,Murata,GRM21BR60J106ME19L,Digi-Key,490-3903-1-ND,0805,"Tier-2 mid-range V_core decoupling, B.Cu under NCE BGA",,
